collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:29,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.49916667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707864,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:30,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.51361111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707866,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:31,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.525,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707868,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:33,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.56333333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707871,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:34,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.57555556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707873,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:35,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.58944444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707875,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:36,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.6,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707876,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:36,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.61055556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707878,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:37,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.63194444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707881,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:44,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.74888889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707886,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:45,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.76194444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707888,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:47,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.78972222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707889,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:48,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.80472222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707890,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:49,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.81777778,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707891,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:50,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.83333333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707892,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:50,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.84722222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707893,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:53,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.89722222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707894,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:54,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.91305556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707895,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:58,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.97138889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707896,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 14:59,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,14.99888889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707897,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:02,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.03916667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707898,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:03,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.06583333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707899,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:06,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.11111111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707900,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:07,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.125,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707901,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:08,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.14222222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707902,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:09,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.15916667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707903,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:10,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.17611111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707904,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:11,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.19277778,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707905,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:12,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.20861111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707906,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:15,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.26083333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707908,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:19,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.32666667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707911,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:20,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.34861111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707914,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:21,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.36027778,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707915,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:22,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.37333333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707917,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:23,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.38861111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707918,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:24,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.40194444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707919,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:26,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.43361111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707920,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:26,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.44694444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707921,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:27,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.46305556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707922,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:28,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.47805556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707923,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:31,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.52055556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707924,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:33,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.555,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707925,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:37,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.62111111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707926,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 15:38,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,15.63555556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707927,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 16:01,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2023,9,7,250,16.03277778,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707929,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 20:49,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,20.82527778,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3707999,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 20:50,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,20.84055556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708000,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 20:51,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,20.85416667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708001,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 20:53,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,20.88666667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708002,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 20:54,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,20.90111111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708003,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 20:54,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,20.91305556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708004,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 20:55,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,20.92638889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708005,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 21:00,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,21,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708007,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,MG111,130014,18,14,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,9/7/2023 21:01,UTC,-80.02472,26.97778,0101000020E6100000A8E33103950154C0D1AE42CA4FFA3A40,2023,9,7,250,21.01666667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3708008,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
